INDIVIDUALS_PLINK	INDIVIDUALS_CLEAN
NS.1794.002.UDP0134_i7---UDP0134_i5.NENS_18.realigned.bam	NS.1794.002.UDP0134-i7---UDP0134-i5.NENS-18.realigned.bam
NS.1794.002.UDP0135_i7---UDP0135_i5.NENS_19.realigned.bam	NS.1794.002.UDP0135-i7---UDP0135-i5.NENS-19.realigned.bam
NS.1794.002.UDP0136_i7---UDP0136_i5.NENS_20.realigned.bam	NS.1794.002.UDP0136-i7---UDP0136-i5.NENS-20.realigned.bam
NS.1794.002.UDP0137_i7---UDP0137_i5.NENS_21.realigned.bam	NS.1794.002.UDP0137-i7---UDP0137-i5.NENS-21.realigned.bam
NS.1794.002.UDP0139_i7---UDP0139_i5.NENS_23.realigned.bam	NS.1794.002.UDP0139-i7---UDP0139-i5.NENS-23.realigned.bam
NS.1794.002.UDP0140_i7---UDP0140_i5.NENS_24.realigned.bam	NS.1794.002.UDP0140-i7---UDP0140-i5.NENS-24.realigned.bam
NS.1794.002.UDP0141_i7---UDP0141_i5.NENS_25.realigned.bam	NS.1794.002.UDP0141-i7---UDP0141-i5.NENS-25.realigned.bam
NS.1794.002.UDP0143_i7---UDP0143_i5.NENS_27.realigned.bam	NS.1794.002.UDP0143-i7---UDP0143-i5.NENS-27.realigned.bam
NS.1794.002.UDP0144_i7---UDP0144_i5.NENS_28.realigned.bam	NS.1794.002.UDP0144-i7---UDP0144-i5.NENS-28.realigned.bam
NS.1794.002.UDP0146_i7---UDP0146_i5.NENS_30.realigned.bam	NS.1794.002.UDP0146-i7---UDP0146-i5.NENS-30.realigned.bam
NS.1794.002.UDP0148_i7---UDP0148_i5.NENS_32.realigned.bam	NS.1794.002.UDP0148-i7---UDP0148-i5.NENS-32.realigned.bam
NS.1794.002.UDP0149_i7---UDP0149_i5.NENS_33.realigned.bam	NS.1794.002.UDP0149-i7---UDP0149-i5.NENS-33.realigned.bam
NS.1794.002.UDP0150_i7---UDP0150_i5.NENS_34.realigned.bam	NS.1794.002.UDP0150-i7---UDP0150-i5.NENS-34.realigned.bam
NS.1794.002.UDP0151_i7---UDP0151_i5.NENS_35.realigned.bam	NS.1794.002.UDP0151-i7---UDP0151-i5.NENS-35.realigned.bam
NS.1794.002.UDP0152_i7---UDP0152_i5.4X_1.realigned.bam	NS.1794.002.UDP0152-i7---UDP0152-i5.4X-1.realigned.bam
NS.1794.002.UDP0153_i7---UDP0153_i5.4X_2.realigned.bam	NS.1794.002.UDP0153-i7---UDP0153-i5.4X-2.realigned.bam
NS.1794.002.UDP0154_i7---UDP0154_i5.4X_3.realigned.bam	NS.1794.002.UDP0154-i7---UDP0154-i5.4X-3.realigned.bam
NS.1794.002.UDP0155_i7---UDP0155_i5.4X_4.realigned.bam	NS.1794.002.UDP0155-i7---UDP0155-i5.4X-4.realigned.bam
NS.1794.002.UDP0156_i7---UDP0156_i5.4X_5.realigned.bam	NS.1794.002.UDP0156-i7---UDP0156-i5.4X-5.realigned.bam
NS.1794.002.UDP0159_i7---UDP0159_i5.4X_8.realigned.bam	NS.1794.002.UDP0159-i7---UDP0159-i5.4X-8.realigned.bam
NS.1794.002.UDP0160_i7---UDP0160_i5.4X_9.realigned.bam	NS.1794.002.UDP0160-i7---UDP0160-i5.4X-9.realigned.bam
NS.1794.002.UDP0161_i7---UDP0161_i5.4X_10.realigned.bam	NS.1794.002.UDP0161-i7---UDP0161-i5.4X-10.realigned.bam
NS.1794.002.UDP0163_i7---UDP0163_i5.4X_12.realigned.bam	NS.1794.002.UDP0163-i7---UDP0163-i5.4X-12.realigned.bam
NS.1794.002.UDP0164_i7---UDP0164_i5.4X_13.realigned.bam	NS.1794.002.UDP0164-i7---UDP0164-i5.4X-13.realigned.bam
NS.1794.002.UDP0165_i7---UDP0165_i5.4X_14.realigned.bam	NS.1794.002.UDP0165-i7---UDP0165-i5.4X-14.realigned.bam
NS.1794.002.UDP0166_i7---UDP0166_i5.4X_15.realigned.bam	NS.1794.002.UDP0166-i7---UDP0166-i5.4X-15.realigned.bam
NS.1794.002.UDP0167_i7---UDP0167_i5.4X_16.realigned.bam	NS.1794.002.UDP0167-i7---UDP0167-i5.4X-16.realigned.bam
NS.1794.002.UDP0168_i7---UDP0168_i5.4X_17.realigned.bam	NS.1794.002.UDP0168-i7---UDP0168-i5.4X-17.realigned.bam
NS.1794.002.UDP0169_i7---UDP0169_i5.4X_18.realigned.bam	NS.1794.002.UDP0169-i7---UDP0169-i5.4X-18.realigned.bam
NS.1794.002.UDP0170_i7---UDP0170_i5.4X_19.realigned.bam	NS.1794.002.UDP0170-i7---UDP0170-i5.4X-19.realigned.bam
NS.1794.002.UDP0171_i7---UDP0171_i5.4X_20.realigned.bam	NS.1794.002.UDP0171-i7---UDP0171-i5.4X-20.realigned.bam
NS.1794.002.UDP0172_i7---UDP0172_i5.4X_21.realigned.bam	NS.1794.002.UDP0172-i7---UDP0172-i5.4X-21.realigned.bam
NS.1794.002.UDP0173_i7---UDP0173_i5.4X_22.realigned.bam	NS.1794.002.UDP0173-i7---UDP0173-i5.4X-22.realigned.bam
NS.1794.002.UDP0174_i7---UDP0174_i5.4X_23.realigned.bam	NS.1794.002.UDP0174-i7---UDP0174-i5.4X-23.realigned.bam
NS.1794.002.UDP0175_i7---UDP0175_i5.4X_24.realigned.bam	NS.1794.002.UDP0175-i7---UDP0175-i5.4X-24.realigned.bam
NS.1794.002.UDP0176_i7---UDP0176_i5.4X_25.realigned.bam	NS.1794.002.UDP0176-i7---UDP0176-i5.4X-25.realigned.bam
NS.1794.002.UDP0177_i7---UDP0177_i5.4X_26.realigned.bam	NS.1794.002.UDP0177-i7---UDP0177-i5.4X-26.realigned.bam
NS.1794.002.UDP0178_i7---UDP0178_i5.4X_27.realigned.bam	NS.1794.002.UDP0178-i7---UDP0178-i5.4X-27.realigned.bam
NS.1794.002.UDP0179_i7---UDP0179_i5.4X_28.realigned.bam	NS.1794.002.UDP0179-i7---UDP0179-i5.4X-28.realigned.bam
NS.1794.002.UDP0180_i7---UDP0180_i5.4X_29.realigned.bam	NS.1794.002.UDP0180-i7---UDP0180-i5.4X-29.realigned.bam
NS.1794.002.UDP0181_i7---UDP0181_i5.4X_30.realigned.bam	NS.1794.002.UDP0181-i7---UDP0181-i5.4X-30.realigned.bam
NS.1794.002.UDP0182_i7---UDP0182_i5.4X_31.realigned.bam	NS.1794.002.UDP0182-i7---UDP0182-i5.4X-31.realigned.bam
NS.1794.002.UDP0183_i7---UDP0183_i5.4X_32.realigned.bam	NS.1794.002.UDP0183-i7---UDP0183-i5.4X-32.realigned.bam
NS.1794.002.UDP0184_i7---UDP0184_i5.4X_33.realigned.bam	NS.1794.002.UDP0184-i7---UDP0184-i5.4X-33.realigned.bam
NS.1794.002.UDP0185_i7---UDP0185_i5.4X_34.realigned.bam	NS.1794.002.UDP0185-i7---UDP0185-i5.4X-34.realigned.bam
NS.1794.002.UDP0186_i7---UDP0186_i5.4X_35.realigned.bam	NS.1794.002.UDP0186-i7---UDP0186-i5.4X-35.realigned.bam
NS.1794.002.UDP0187_i7---UDP0187_i5.NENS_out_1.realigned.bam	NS.1794.002.UDP0187-i7---UDP0187-i5.NENS-out-1.realigned.bam
NS.1794.002.UDP0188_i7---UDP0188_i5.NENS_out_2.realigned.bam	NS.1794.002.UDP0188-i7---UDP0188-i5.NENS-out-2.realigned.bam
NS.1794.002.UDP0189_i7---UDP0189_i5.NENS_out_3.realigned.bam	NS.1794.002.UDP0189-i7---UDP0189-i5.NENS-out-3.realigned.bam
NS.1794.002.UDP0190_i7---UDP0190_i5.NENS_out_4.realigned.bam	NS.1794.002.UDP0190-i7---UDP0190-i5.NENS-out-4.realigned.bam
NS.1794.002.UDP0191_i7---UDP0191_i5.NENS_out_5.realigned.bam	NS.1794.002.UDP0191-i7---UDP0191-i5.NENS-out-5.realigned.bam
NS.1794.003.UDP0097_i7---UDP0097_i5.NENS_out_6.realigned.bam	NS.1794.003.UDP0097-i7---UDP0097-i5.NENS-out-6.realigned.bam
NS.1794.003.UDP0098_i7---UDP0098_i5.NENS_out_7.realigned.bam	NS.1794.003.UDP0098-i7---UDP0098-i5.NENS-out-7.realigned.bam
NS.1794.003.UDP0099_i7---UDP0099_i5.NENS_out_8.realigned.bam	NS.1794.003.UDP0099-i7---UDP0099-i5.NENS-out-8.realigned.bam
NS.1794.003.UDP0100_i7---UDP0100_i5.NENS_out_9.realigned.bam	NS.1794.003.UDP0100-i7---UDP0100-i5.NENS-out-9.realigned.bam
NS.1794.003.UDP0101_i7---UDP0101_i5.NENS_out_10.realigned.bam	NS.1794.003.UDP0101-i7---UDP0101-i5.NENS-out-10.realigned.bam
NS.1794.003.UDP0102_i7---UDP0102_i5.NENS_out_11.realigned.bam	NS.1794.003.UDP0102-i7---UDP0102-i5.NENS-out-11.realigned.bam
NS.1794.003.UDP0103_i7---UDP0103_i5.NENS_out_12.realigned.bam	NS.1794.003.UDP0103-i7---UDP0103-i5.NENS-out-12.realigned.bam
NS.1794.003.UDP0104_i7---UDP0104_i5.NENS_out_13.realigned.bam	NS.1794.003.UDP0104-i7---UDP0104-i5.NENS-out-13.realigned.bam
NS.1794.003.UDP0105_i7---UDP0105_i5.NENS_out_14.realigned.bam	NS.1794.003.UDP0105-i7---UDP0105-i5.NENS-out-14.realigned.bam
NS.1794.003.UDP0106_i7---UDP0106_i5.NENS_out_15.realigned.bam	NS.1794.003.UDP0106-i7---UDP0106-i5.NENS-out-15.realigned.bam
NS.1794.003.UDP0107_i7---UDP0107_i5.NENS_out_16.realigned.bam	NS.1794.003.UDP0107-i7---UDP0107-i5.NENS-out-16.realigned.bam
NS.1794.003.UDP0108_i7---UDP0108_i5.NENS_out_17.realigned.bam	NS.1794.003.UDP0108-i7---UDP0108-i5.NENS-out-17.realigned.bam
NS.1794.003.UDP0109_i7---UDP0109_i5.NENS_out_18.realigned.bam	NS.1794.003.UDP0109-i7---UDP0109-i5.NENS-out-18.realigned.bam
NS.1794.003.UDP0110_i7---UDP0110_i5.NENS_out_19.realigned.bam	NS.1794.003.UDP0110-i7---UDP0110-i5.NENS-out-19.realigned.bam
NS.1794.003.UDP0111_i7---UDP0111_i5.NENS_out_20.realigned.bam	NS.1794.003.UDP0111-i7---UDP0111-i5.NENS-out-20.realigned.bam
NS.1794.003.UDP0112_i7---UDP0112_i5.NENS_out_21.realigned.bam	NS.1794.003.UDP0112-i7---UDP0112-i5.NENS-out-21.realigned.bam
NS.1794.003.UDP0113_i7---UDP0113_i5.NENS_out_22.realigned.bam	NS.1794.003.UDP0113-i7---UDP0113-i5.NENS-out-22.realigned.bam
NS.1794.003.UDP0114_i7---UDP0114_i5.NENS_out_23.realigned.bam	NS.1794.003.UDP0114-i7---UDP0114-i5.NENS-out-23.realigned.bam
NS.1794.003.UDP0115_i7---UDP0115_i5.NENS_out_24.realigned.bam	NS.1794.003.UDP0115-i7---UDP0115-i5.NENS-out-24.realigned.bam
NS.1794.003.UDP0116_i7---UDP0116_i5.NENS_out_25.realigned.bam	NS.1794.003.UDP0116-i7---UDP0116-i5.NENS-out-25.realigned.bam
NS.1794.003.UDP0117_i7---UDP0117_i5.NENS_out_26.realigned.bam	NS.1794.003.UDP0117-i7---UDP0117-i5.NENS-out-26.realigned.bam
NS.1794.003.UDP0118_i7---UDP0118_i5.NENS_out_27.realigned.bam	NS.1794.003.UDP0118-i7---UDP0118-i5.NENS-out-27.realigned.bam
NS.1794.003.UDP0119_i7---UDP0119_i5.NENS_out_28.realigned.bam	NS.1794.003.UDP0119-i7---UDP0119-i5.NENS-out-28.realigned.bam
NS.1794.003.UDP0120_i7---UDP0120_i5.NENS_out_29.realigned.bam	NS.1794.003.UDP0120-i7---UDP0120-i5.NENS-out-29.realigned.bam
NS.1794.003.UDP0121_i7---UDP0121_i5.NENS_out_30.realigned.bam	NS.1794.003.UDP0121-i7---UDP0121-i5.NENS-out-30.realigned.bam
NS.1794.003.UDP0122_i7---UDP0122_i5.NENS_out_31.realigned.bam	NS.1794.003.UDP0122-i7---UDP0122-i5.NENS-out-31.realigned.bam
NS.1794.003.UDP0123_i7---UDP0123_i5.NENS_out_32.realigned.bam	NS.1794.003.UDP0123-i7---UDP0123-i5.NENS-out-32.realigned.bam
NS.1794.003.UDP0124_i7---UDP0124_i5.NENS_out_33.realigned.bam	NS.1794.003.UDP0124-i7---UDP0124-i5.NENS-out-33.realigned.bam
NS.1794.003.UDP0125_i7---UDP0125_i5.NENS_out_34.realigned.bam	NS.1794.003.UDP0125-i7---UDP0125-i5.NENS-out-34.realigned.bam
NS.1794.003.UDP0126_i7---UDP0126_i5.NENS_out_35.realigned.bam	NS.1794.003.UDP0126-i7---UDP0126-i5.NENS-out-35.realigned.bam
NS.1794.003.UDP0127_i7---UDP0127_i5.6222_1.realigned.bam	NS.1794.003.UDP0127-i7---UDP0127-i5.6222-1.realigned.bam
NS.1794.003.UDP0128_i7---UDP0128_i5.6222_2.realigned.bam	NS.1794.003.UDP0128-i7---UDP0128-i5.6222-2.realigned.bam
NS.1794.003.UDP0129_i7---UDP0129_i5.6222_3.realigned.bam	NS.1794.003.UDP0129-i7---UDP0129-i5.6222-3.realigned.bam
NS.1794.003.UDP0131_i7---UDP0131_i5.6222_5.realigned.bam	NS.1794.003.UDP0131-i7---UDP0131-i5.6222-5.realigned.bam
NS.1794.003.UDP0132_i7---UDP0132_i5.6222_6.realigned.bam	NS.1794.003.UDP0132-i7---UDP0132-i5.6222-6.realigned.bam
NS.1794.003.UDP0133_i7---UDP0133_i5.6222_7.realigned.bam	NS.1794.003.UDP0133-i7---UDP0133-i5.6222-7.realigned.bam
NS.1794.003.UDP0134_i7---UDP0134_i5.6222_8.realigned.bam	NS.1794.003.UDP0134-i7---UDP0134-i5.6222-8.realigned.bam
NS.1794.003.UDP0135_i7---UDP0135_i5.6222_9.realigned.bam	NS.1794.003.UDP0135-i7---UDP0135-i5.6222-9.realigned.bam
NS.1794.003.UDP0136_i7---UDP0136_i5.6222_10.realigned.bam	NS.1794.003.UDP0136-i7---UDP0136-i5.6222-10.realigned.bam
NS.1794.003.UDP0137_i7---UDP0137_i5.6222_11.realigned.bam	NS.1794.003.UDP0137-i7---UDP0137-i5.6222-11.realigned.bam
NS.1794.003.UDP0138_i7---UDP0138_i5.6222_12.realigned.bam	NS.1794.003.UDP0138-i7---UDP0138-i5.6222-12.realigned.bam
NS.1794.003.UDP0139_i7---UDP0139_i5.6222_13.realigned.bam	NS.1794.003.UDP0139-i7---UDP0139-i5.6222-13.realigned.bam
NS.1794.003.UDP0140_i7---UDP0140_i5.6222_14.realigned.bam	NS.1794.003.UDP0140-i7---UDP0140-i5.6222-14.realigned.bam
NS.1794.003.UDP0142_i7---UDP0142_i5.6222_16.realigned.bam	NS.1794.003.UDP0142-i7---UDP0142-i5.6222-16.realigned.bam
NS.1794.003.UDP0143_i7---UDP0143_i5.6222_17.realigned.bam	NS.1794.003.UDP0143-i7---UDP0143-i5.6222-17.realigned.bam
NS.1794.003.UDP0144_i7---UDP0144_i5.6222_18.realigned.bam	NS.1794.003.UDP0144-i7---UDP0144-i5.6222-18.realigned.bam
NS.1794.003.UDP0145_i7---UDP0145_i5.6222_19.realigned.bam	NS.1794.003.UDP0145-i7---UDP0145-i5.6222-19.realigned.bam
NS.1794.003.UDP0146_i7---UDP0146_i5.6222_20.realigned.bam	NS.1794.003.UDP0146-i7---UDP0146-i5.6222-20.realigned.bam
NS.1794.003.UDP0147_i7---UDP0147_i5.6222_21.realigned.bam	NS.1794.003.UDP0147-i7---UDP0147-i5.6222-21.realigned.bam
NS.1794.003.UDP0148_i7---UDP0148_i5.6222_22.realigned.bam	NS.1794.003.UDP0148-i7---UDP0148-i5.6222-22.realigned.bam
NS.1794.003.UDP0149_i7---UDP0149_i5.6222_23.realigned.bam	NS.1794.003.UDP0149-i7---UDP0149-i5.6222-23.realigned.bam
NS.1794.003.UDP0150_i7---UDP0150_i5.6222_24.realigned.bam	NS.1794.003.UDP0150-i7---UDP0150-i5.6222-24.realigned.bam
NS.1794.003.UDP0151_i7---UDP0151_i5.6222_25.realigned.bam	NS.1794.003.UDP0151-i7---UDP0151-i5.6222-25.realigned.bam
NS.1794.003.UDP0152_i7---UDP0152_i5.6222_26.realigned.bam	NS.1794.003.UDP0152-i7---UDP0152-i5.6222-26.realigned.bam
NS.1794.003.UDP0153_i7---UDP0153_i5.6222_27.realigned.bam	NS.1794.003.UDP0153-i7---UDP0153-i5.6222-27.realigned.bam
NS.1794.003.UDP0154_i7---UDP0154_i5.6222_28.realigned.bam	NS.1794.003.UDP0154-i7---UDP0154-i5.6222-28.realigned.bam
NS.1794.003.UDP0155_i7---UDP0155_i5.6222_29.realigned.bam	NS.1794.003.UDP0155-i7---UDP0155-i5.6222-29.realigned.bam
NS.1794.003.UDP0156_i7---UDP0156_i5.6222_30.realigned.bam	NS.1794.003.UDP0156-i7---UDP0156-i5.6222-30.realigned.bam
NS.1794.003.UDP0157_i7---UDP0157_i5.6222_31.realigned.bam	NS.1794.003.UDP0157-i7---UDP0157-i5.6222-31.realigned.bam
NS.1794.003.UDP0158_i7---UDP0158_i5.6222_32.realigned.bam	NS.1794.003.UDP0158-i7---UDP0158-i5.6222-32.realigned.bam
NS.1794.003.UDP0159_i7---UDP0159_i5.6222_33.realigned.bam	NS.1794.003.UDP0159-i7---UDP0159-i5.6222-33.realigned.bam
NS.1794.003.UDP0160_i7---UDP0160_i5.6222_34.realigned.bam	NS.1794.003.UDP0160-i7---UDP0160-i5.6222-34.realigned.bam
NS.1794.003.UDP0161_i7---UDP0161_i5.6222_35.realigned.bam	NS.1794.003.UDP0161-i7---UDP0161-i5.6222-35.realigned.bam
NS.1794.003.UDP0162_i7---UDP0162_i5.2420_1.realigned.bam	NS.1794.003.UDP0162-i7---UDP0162-i5.2420-1.realigned.bam
NS.1794.003.UDP0163_i7---UDP0163_i5.2420_2.realigned.bam	NS.1794.003.UDP0163-i7---UDP0163-i5.2420-2.realigned.bam
NS.1794.003.UDP0164_i7---UDP0164_i5.2420_3.realigned.bam	NS.1794.003.UDP0164-i7---UDP0164-i5.2420-3.realigned.bam
NS.1794.003.UDP0165_i7---UDP0165_i5.2420_4.realigned.bam	NS.1794.003.UDP0165-i7---UDP0165-i5.2420-4.realigned.bam
NS.1794.003.UDP0166_i7---UDP0166_i5.2420_5.realigned.bam	NS.1794.003.UDP0166-i7---UDP0166-i5.2420-5.realigned.bam
NS.1794.003.UDP0167_i7---UDP0167_i5.2420_6.realigned.bam	NS.1794.003.UDP0167-i7---UDP0167-i5.2420-6.realigned.bam
NS.1794.003.UDP0168_i7---UDP0168_i5.2420_7.realigned.bam	NS.1794.003.UDP0168-i7---UDP0168-i5.2420-7.realigned.bam
NS.1794.003.UDP0169_i7---UDP0169_i5.2420_8.realigned.bam	NS.1794.003.UDP0169-i7---UDP0169-i5.2420-8.realigned.bam
NS.1794.003.UDP0170_i7---UDP0170_i5.2420_9.realigned.bam	NS.1794.003.UDP0170-i7---UDP0170-i5.2420-9.realigned.bam
NS.1794.003.UDP0171_i7---UDP0171_i5.2420_10.realigned.bam	NS.1794.003.UDP0171-i7---UDP0171-i5.2420-10.realigned.bam
NS.1794.003.UDP0172_i7---UDP0172_i5.2420_11.realigned.bam	NS.1794.003.UDP0172-i7---UDP0172-i5.2420-11.realigned.bam
NS.1794.003.UDP0173_i7---UDP0173_i5.2420_12.realigned.bam	NS.1794.003.UDP0173-i7---UDP0173-i5.2420-12.realigned.bam
NS.1794.003.UDP0174_i7---UDP0174_i5.2420_13.realigned.bam	NS.1794.003.UDP0174-i7---UDP0174-i5.2420-13.realigned.bam
NS.1794.003.UDP0175_i7---UDP0175_i5.2420_14.realigned.bam	NS.1794.003.UDP0175-i7---UDP0175-i5.2420-14.realigned.bam
NS.1794.003.UDP0176_i7---UDP0176_i5.2420_15.realigned.bam	NS.1794.003.UDP0176-i7---UDP0176-i5.2420-15.realigned.bam
NS.1794.003.UDP0177_i7---UDP0177_i5.2420_16.realigned.bam	NS.1794.003.UDP0177-i7---UDP0177-i5.2420-16.realigned.bam
NS.1794.003.UDP0178_i7---UDP0178_i5.2420_17.realigned.bam	NS.1794.003.UDP0178-i7---UDP0178-i5.2420-17.realigned.bam
NS.1794.003.UDP0179_i7---UDP0179_i5.2420_18.realigned.bam	NS.1794.003.UDP0179-i7---UDP0179-i5.2420-18.realigned.bam
NS.1794.003.UDP0180_i7---UDP0180_i5.2420_19.realigned.bam	NS.1794.003.UDP0180-i7---UDP0180-i5.2420-19.realigned.bam
NS.1794.003.UDP0181_i7---UDP0181_i5.2420_20.realigned.bam	NS.1794.003.UDP0181-i7---UDP0181-i5.2420-20.realigned.bam
NS.1794.003.UDP0182_i7---UDP0182_i5.2420_21.realigned.bam	NS.1794.003.UDP0182-i7---UDP0182-i5.2420-21.realigned.bam
NS.1794.003.UDP0183_i7---UDP0183_i5.2420_22.realigned.bam	NS.1794.003.UDP0183-i7---UDP0183-i5.2420-22.realigned.bam
NS.1794.003.UDP0184_i7---UDP0184_i5.2420_23.realigned.bam	NS.1794.003.UDP0184-i7---UDP0184-i5.2420-23.realigned.bam
NS.1794.003.UDP0185_i7---UDP0185_i5.2420_24.realigned.bam	NS.1794.003.UDP0185-i7---UDP0185-i5.2420-24.realigned.bam
NS.1794.003.UDP0186_i7---UDP0186_i5.2420_25.realigned.bam	NS.1794.003.UDP0186-i7---UDP0186-i5.2420-25.realigned.bam
NS.1794.003.UDP0187_i7---UDP0187_i5.2420_26.realigned.bam	NS.1794.003.UDP0187-i7---UDP0187-i5.2420-26.realigned.bam
NS.1794.003.UDP0188_i7---UDP0188_i5.2420_27.realigned.bam	NS.1794.003.UDP0188-i7---UDP0188-i5.2420-27.realigned.bam
NS.1794.003.UDP0189_i7---UDP0189_i5.2420_28.realigned.bam	NS.1794.003.UDP0189-i7---UDP0189-i5.2420-28.realigned.bam
NS.1794.003.UDP0190_i7---UDP0190_i5.2420_29.realigned.bam	NS.1794.003.UDP0190-i7---UDP0190-i5.2420-29.realigned.bam
NS.1794.003.UDP0191_i7---UDP0191_i5.2420_30.realigned.bam	NS.1794.003.UDP0191-i7---UDP0191-i5.2420-30.realigned.bam
NS.1794.004.UDP0097_i7---UDP0097_i5.2420_31.realigned.bam	NS.1794.004.UDP0097-i7---UDP0097-i5.2420-31.realigned.bam
NS.1794.004.UDP0098_i7---UDP0098_i5.2420_32.realigned.bam	NS.1794.004.UDP0098-i7---UDP0098-i5.2420-32.realigned.bam
NS.1794.004.UDP0099_i7---UDP0099_i5.2420_33.realigned.bam	NS.1794.004.UDP0099-i7---UDP0099-i5.2420-33.realigned.bam
NS.1794.004.UDP0100_i7---UDP0100_i5.2420_34.realigned.bam	NS.1794.004.UDP0100-i7---UDP0100-i5.2420-34.realigned.bam
NS.1794.004.UDP0101_i7---UDP0101_i5.2420_35.realigned.bam	NS.1794.004.UDP0101-i7---UDP0101-i5.2420-35.realigned.bam
NS.1794.004.UDP0102_i7---UDP0102_i5.AW_1.realigned.bam	NS.1794.004.UDP0102-i7---UDP0102-i5.AW-1.realigned.bam
NS.1794.004.UDP0103_i7---UDP0103_i5.AW_2.realigned.bam	NS.1794.004.UDP0103-i7---UDP0103-i5.AW-2.realigned.bam
NS.1794.004.UDP0104_i7---UDP0104_i5.AW_3.realigned.bam	NS.1794.004.UDP0104-i7---UDP0104-i5.AW-3.realigned.bam
NS.1794.004.UDP0105_i7---UDP0105_i5.AW_4.realigned.bam	NS.1794.004.UDP0105-i7---UDP0105-i5.AW-4.realigned.bam
NS.1794.004.UDP0106_i7---UDP0106_i5.AW_5.realigned.bam	NS.1794.004.UDP0106-i7---UDP0106-i5.AW-5.realigned.bam
NS.1794.004.UDP0107_i7---UDP0107_i5.AW_6.realigned.bam	NS.1794.004.UDP0107-i7---UDP0107-i5.AW-6.realigned.bam
NS.1794.004.UDP0108_i7---UDP0108_i5.AW_7.realigned.bam	NS.1794.004.UDP0108-i7---UDP0108-i5.AW-7.realigned.bam
NS.1794.004.UDP0109_i7---UDP0109_i5.AW_8.realigned.bam	NS.1794.004.UDP0109-i7---UDP0109-i5.AW-8.realigned.bam
NS.1794.004.UDP0110_i7---UDP0110_i5.AW_9.realigned.bam	NS.1794.004.UDP0110-i7---UDP0110-i5.AW-9.realigned.bam
NS.1794.004.UDP0111_i7---UDP0111_i5.AW_10.realigned.bam	NS.1794.004.UDP0111-i7---UDP0111-i5.AW-10.realigned.bam
NS.1794.004.UDP0112_i7---UDP0112_i5.AW_11.realigned.bam	NS.1794.004.UDP0112-i7---UDP0112-i5.AW-11.realigned.bam
NS.1794.004.UDP0113_i7---UDP0113_i5.AW_12.realigned.bam	NS.1794.004.UDP0113-i7---UDP0113-i5.AW-12.realigned.bam
NS.1794.004.UDP0114_i7---UDP0114_i5.AW_13.realigned.bam	NS.1794.004.UDP0114-i7---UDP0114-i5.AW-13.realigned.bam
NS.1794.004.UDP0115_i7---UDP0115_i5.AW_14.realigned.bam	NS.1794.004.UDP0115-i7---UDP0115-i5.AW-14.realigned.bam
NS.1794.004.UDP0116_i7---UDP0116_i5.AW_15.realigned.bam	NS.1794.004.UDP0116-i7---UDP0116-i5.AW-15.realigned.bam
NS.1794.004.UDP0117_i7---UDP0117_i5.AW_16.realigned.bam	NS.1794.004.UDP0117-i7---UDP0117-i5.AW-16.realigned.bam
NS.1794.004.UDP0118_i7---UDP0118_i5.AW_17.realigned.bam	NS.1794.004.UDP0118-i7---UDP0118-i5.AW-17.realigned.bam
NS.1794.004.UDP0119_i7---UDP0119_i5.AW_18.realigned.bam	NS.1794.004.UDP0119-i7---UDP0119-i5.AW-18.realigned.bam
NS.1794.004.UDP0120_i7---UDP0120_i5.AW_19.realigned.bam	NS.1794.004.UDP0120-i7---UDP0120-i5.AW-19.realigned.bam
NS.1794.004.UDP0121_i7---UDP0121_i5.AW_20.realigned.bam	NS.1794.004.UDP0121-i7---UDP0121-i5.AW-20.realigned.bam
NS.1794.004.UDP0122_i7---UDP0122_i5.AW_21.realigned.bam	NS.1794.004.UDP0122-i7---UDP0122-i5.AW-21.realigned.bam
NS.1794.004.UDP0123_i7---UDP0123_i5.AW_22.realigned.bam	NS.1794.004.UDP0123-i7---UDP0123-i5.AW-22.realigned.bam
NS.1794.004.UDP0124_i7---UDP0124_i5.AW_23.realigned.bam	NS.1794.004.UDP0124-i7---UDP0124-i5.AW-23.realigned.bam
NS.1794.004.UDP0125_i7---UDP0125_i5.AW_24.realigned.bam	NS.1794.004.UDP0125-i7---UDP0125-i5.AW-24.realigned.bam
NS.1794.004.UDP0126_i7---UDP0126_i5.AW_25.realigned.bam	NS.1794.004.UDP0126-i7---UDP0126-i5.AW-25.realigned.bam
NS.1794.004.UDP0127_i7---UDP0127_i5.AW_26.realigned.bam	NS.1794.004.UDP0127-i7---UDP0127-i5.AW-26.realigned.bam
NS.1794.004.UDP0128_i7---UDP0128_i5.AW_27.realigned.bam	NS.1794.004.UDP0128-i7---UDP0128-i5.AW-27.realigned.bam
NS.1794.004.UDP0129_i7---UDP0129_i5.AW_28.realigned.bam	NS.1794.004.UDP0129-i7---UDP0129-i5.AW-28.realigned.bam
NS.1794.004.UDP0130_i7---UDP0130_i5.AW_29.realigned.bam	NS.1794.004.UDP0130-i7---UDP0130-i5.AW-29.realigned.bam
NS.1794.004.UDP0131_i7---UDP0131_i5.AW_30.realigned.bam	NS.1794.004.UDP0131-i7---UDP0131-i5.AW-30.realigned.bam
NS.1794.004.UDP0132_i7---UDP0132_i5.AW_31.realigned.bam	NS.1794.004.UDP0132-i7---UDP0132-i5.AW-31.realigned.bam
